|X Start,Y Start,Z Start,X Rot,Y Rot,Z Rot,X Disp,Y Disp,Z Disp,X Disp Rot,Y Disp Rot,Z Disp Rot|
0.0,0.0381,0.0381,0.0,0.0,0.0,-0.0050903388195564147,-0.00019508293639455428,-0.005008434944082066,-0.0009269807893609749,-0.14856281386595341,0.0038580845276137109
0.0381,0.0,0.0381,0.0,0.0,0.0,-0.0048892043383784558,4.2508124889660898e-06,-2.7426268604719997e-05,0.016121955086310293,-0.1477525706210375,0.021826855789546764
0.0381,0.0381,0.0,0.0,0.0,0.0,-9.1574749320404758e-05,2.0473023238562623e-05,-9.578393019022802e-06,-0.002475584170094271,-0.14954674513233557,0.0053575471099521462
0.0762,0.0381,0.0381,0.0,0.0,0.0,-0.0050807109909779147,0.00019915252854797375,0.0049796021486634284,0.0030582809647895838,-0.00034255394856208099,-0.00040348231292685032
0.0381,0.0762,0.0381,0.0,0.0,0.0,-0.0052836276264035227,2.0270531935264478e-17,9.0826207771044497e-06,-9.1554316554816022e-16,-0.14801845653117854,-1.133276779546104e-14
0.0381,0.0381,0.0762,0.0,0.0,0.0,-0.010088197298377746,-1.5404804961032753e-05,-1.1487181735562033e-05,0.00040211956148209974,-0.002653587542603949,0.0019610862020776778
0.0,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0050484520049179733,-1.1092826147041727e-05,0.0050374081636905734,0.00098789131546699158,0.17058902694558267,-1.9794368099588934e-05
0.0381,0.0,0.11430000000000001,0.0,0.0,0.0,-0.0050607460281293128,-1.2750048356793064e-05,1.025330804767284e-06,-0.018055786900871937,0.157669043335222,0.00022599350633974196
0.0762,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0050828235991439178,-1.6219370597972532e-06,-0.0050497682398206838,-0.0017958673024946925,0.00068481794598343677,5.4519193437148201e-05
0.0381,0.0762,0.11430000000000001,0.0,0.0,0.0,-0.0050701442441462461,6.9997410817374759e-18,-1.5105041108710608e-05,1.6956882700173946e-15,0.15838104788677154,-9.9003534724858161e-15
0.0381,0.0381,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0381,0.1905,0.0,0.0,0.0,-0.0050484520049388238,-1.1092826147195167e-05,-0.0050374081637114456,-0.00098789131546701738,-0.17058902694622832,-1.9794368084987021e-05
0.0381,0.0,0.1905,0.0,0.0,0.0,-0.0050607460281500089,-1.2750048356797905e-05,-1.0253308047788592e-06,0.018055786900867038,-0.15766904333579082,0.00022599350628833275
0.0762,0.0381,0.1905,0.0,0.0,0.0,-0.0050828235991647597,-1.6219370596555001e-06,0.0050497682398415707,0.0017958673024957162,-0.00068481794669500472,5.451919344808326e-05
0.0381,0.0762,0.1905,0.0,0.0,0.0,-0.0050701442441672354,-1.3522085607616285e-18,1.5105041108702072e-05,-8.7662673816369314e-16,-0.15838104788734061,-9.5261852738180603e-15
0.0381,0.0381,0.22860000000000003,0.0,0.0,0.0,-0.010088197298419477,-1.5404804961042938e-05,1.1487181735554882e-05,-0.00040211956148105738,0.0026535875420915151,0.0019610862020755541
0.0,0.0381,0.2667,0.0,0.0,0.0,-0.0050903388196190391,-0.00019508293639417952,0.0050084349440611704,0.00092698078936017411,0.14856281386539996,0.0038580845276018801
0.0381,0.0,0.2667,0.0,0.0,0.0,-0.0048892043384414817,4.2508124889416647e-06,2.7426268604700112e-05,-0.016121955086308485,0.14775257062048486,0.021826855789530159
0.0762,0.0381,0.2667,0.0,0.0,0.0,-0.0050807109910405426,0.00019915252854755083,-0.0049796021486425484,-0.0030582809647879926,0.00034255394801940495,-0.00040348231292565418
0.0381,0.0762,0.2667,0.0,0.0,0.0,-0.0052836276264657525,-2.8101314273199732e-18,-9.0826207771009396e-06,1.1715776020564464e-15,0.14801845653062806,-1.0917734441877117e-14
0.0381,0.0381,0.3048,0.0,0.0,0.0,-9.1574749403915064e-05,2.0473023238527122e-05,9.5783930190152718e-06,0.0024755841700929899,0.14954674513178542,0.0053575471099398149
0.0,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0050903388195556471,0.00019508293639536214,-0.0050084349440813226,0.00092698078936379069,-0.14856281386593104,-0.0038580845276338311
0.0381,0.11430000000000001,0.0,0.0,0.0,0.0,-9.1574749320370375e-05,-2.0473023238509846e-05,-9.5783930190124326e-06,0.0024755841700945559,-0.14954674513231264,-0.0053575471099696287
0.0762,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0050807109909771489,-0.00019915252854869501,0.004979602148662705,-0.0030582809647917279,-0.00034255394856027584,0.00040348231290689526
0.0381,0.1524,0.0381,0.0,0.0,0.0,-0.004889204338376924,-4.2508124889233256e-06,-2.7426268604697723e-05,-0.016121955086307874,-0.14775257062101466,-0.021826855789564434
0.0381,0.11430000000000001,0.0762,0.0,0.0,0.0,-0.010088197298376249,1.5404804961059611e-05,-1.1487181735553459e-05,-0.00040211956148177437,-0.0026535875426046776,-0.0019610862021002041
0.0,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0050484520049172256,1.1092826147804377e-05,0.0050374081636898301,-0.00098789131546763646,0.17058902694555639,1.9794368079098709e-05
0.0762,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0050828235991431632,1.6219370590640625e-06,-0.0050497682398199387,0.0017958673024989027,0.00068481794598822634,-5.4519193458251512e-05
0.0381,0.1524,0.11430000000000001,0.0,0.0,0.0,-0.0050607460281278148,1.2750048356807128e-05,1.0253308047850743e-06,0.0180557869008688,0.15766904333519441,-0.00022599350635978035
0.0381,0.11430000000000001,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11430000000000001,0.1905,0.0,0.0,0.0,-0.0050484520049380848,1.1092826147933555e-05,-0.0050374081637107057,0.000987891315467937,-0.17058902694620118,1.9794368064650183e-05
0.0762,0.11430000000000001,0.1905,0.0,0.0,0.0,-0.0050828235991640181,1.6219370589090593e-06,0.0050497682398408317,-0.0017958673024994001,-0.00068481794669517115,-5.4519193469009406e-05
0.0381,0.1524,0.1905,0.0,0.0,0.0,-0.0050607460281485257,1.2750048356794163e-05,-1.0253308047768682e-06,-0.018055786900863905,-0.15766904333576354,-0.00022599350630821076
0.0381,0.11430000000000001,0.22860000000000003,0.0,0.0,0.0,-0.010088197298417999,1.5404804961038618e-05,1.1487181735555031e-05,0.0004021195614809469,0.0026535875420910823,-0.0019610862020977313
0.0,0.11430000000000001,0.2667,0.0,0.0,0.0,-0.0050903388196182993,0.00019508293639491442,0.0050084349440604296,-0.00092698078936259557,0.14856281386537684,-0.0038580845276212894
0.0762,0.11430000000000001,0.2667,0.0,0.0,0.0,-0.0050807109910398045,-0.00019915252854829532,-0.0049796021486418094,0.0030582809647904234,0.00034255394801740514,0.00040348231290633098
0.0381,0.1524,0.2667,0.0,0.0,0.0,-0.0048892043384400029,-4.2508124889454806e-06,2.7426268604700248e-05,0.016121955086306424,0.1477525706204619,-0.02182685578954717
0.0381,0.11430000000000001,0.3048,0.0,0.0,0.0,-9.1574749403917097e-05,-2.0473023238531913e-05,9.5783930190144807e-06,-0.002475584170093048,0.14954674513176205,-0.0053575471099566105
0.11430000000000001,0.0,0.0381,0.0,0.0,0.0,-0.0052724397099093911,3.6673566568102164e-06,-0.00024116932206941092,0.022911844822750094,0.14843615552893791,-0.021842056428866115
0.11430000000000001,0.0381,0.0,0.0,0.0,0.0,-0.010068055744114584,0.00023512186466116355,-7.8648446782694794e-06,0.0042966438023305173,0.14949118638871695,-0.0046161291008325325
0.1524,0.0381,0.0381,0.0,0.0,0.0,-0.0050707920377702758,-0.00019579771325797685,-0.0050051251768077768,0.0058484920172547101,0.14924784540667568,-0.0031506401499756601
0.11430000000000001,0.0762,0.0381,0.0,0.0,0.0,-0.0048772483549381872,-7.4174115912369168e-16,0.00022532700354844183,-1.1166451946860686e-15,0.14712358822335694,-8.9153895258494399e-15
0.11430000000000001,0.0381,0.0762,0.0,0.0,0.0,-7.5108276155586842e-05,-0.00023112013867754942,-1.0452930428008321e-05,0.0002274969071558571,0.0023503414405131374,-0.0028253288727628084
0.11430000000000001,0.0,0.11430000000000001,0.0,0.0,0.0,-0.0051035984473943056,-1.1326171265818606e-05,0.00021919086705190902,-0.025857756077267695,-0.15869031088385674,-0.00016406118278050358
0.1524,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0051158807729005029,-9.7527331283528364e-06,0.005039846430711141,-0.0060923452180343491,-0.17119202171425638,5.093550604024321e-05
0.11430000000000001,0.0762,0.11430000000000001,0.0,0.0,0.0,-0.0050954538968744235,-7.4500805319395e-16,-0.00023194935786426224,1.1898606481116238e-15,-0.15817286689303869,-1.0198750460852916e-14
0.11430000000000001,0.0381,0.1524,0.0,0.0,0.0,-0.010167357295618016,0.00021977247333309247,2.088845627520844e-14,0.0,0.0,0.0
0.11430000000000001,0.0,0.1905,0.0,0.0,0.0,-0.0051035984474152958,-1.1326171265824036e-05,-0.0002191908670101291,0.025857756077272465,0.15869031088328819,-0.00016406118284195448
0.1524,0.0381,0.1905,0.0,0.0,0.0,-0.0051158807729213569,-9.752733128503244e-06,-0.0050398464306484906,0.0060923452180333187,0.17119202171361264,5.0935506044731644e-05
0.11430000000000001,0.0762,0.1905,0.0,0.0,0.0,-0.0050954538968951196,-7.4480263213898807e-16,0.00023194935790605631,-1.9518135052066656e-15,0.15817286689246729,-1.0259190868644739e-14
0.11430000000000001,0.0381,0.22860000000000003,0.0,0.0,0.0,-7.5108276197320196e-05,-0.0002311201386775566,1.045293046979217e-05,-0.0002274969071551438,-0.002350341441027783,-0.0028253288727570253
0.11430000000000001,0.0,0.2667,0.0,0.0,0.0,-0.0052724397099716035,3.6673566568057135e-06,0.00024116932211120081,-0.022911844822751735,-0.14843615552948927,-0.021842056428857618
0.1524,0.0381,0.2667,0.0,0.0,0.0,-0.0050707920378329158,-0.00019579771325755694,0.0050051251768704706,-0.0058484920172554534,-0.14924784540722999,-0.0031506401499620342
0.11430000000000001,0.0762,0.2667,0.0,0.0,0.0,-0.0048772483550012444,-7.4315788622323594e-16,-0.00022532700350665506,1.4685688817080451e-15,-0.14712358822390972,-8.4386278067907222e-15
0.11430000000000001,0.0381,0.3048,0.0,0.0,0.0,-0.010068055744198133,0.00023512186466116222,7.864844720059793e-06,-0.0042966438023318036,-0.14949118638926656,-0.0046161291008194553
0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,0.0,-0.010068055744113081,-0.00023512186466263628,-7.8648446782570721e-06,-0.0042966438023302848,0.14949118638869371,0.0046161291008098727
0.1524,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0050707920377695125,0.00019579771325572968,-0.0050051251768070274,-0.0058484920172518851,0.14924784540665254,0.0031506401499555203
0.11430000000000001,0.1524,0.0381,0.0,0.0,0.0,-0.005272439709907862,-3.6673566582913132e-06,-0.00024116932206939156,-0.022911844822747475,0.14843615552891504,0.021842056428843862
0.11430000000000001,0.11430000000000001,0.0762,0.0,0.0,0.0,-7.5108276155559981e-05,0.00023112013867606097,-1.0452930427997452e-05,-0.0002274969071555462,0.0023503414405114664,0.0028253288727450479
0.1524,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0051158807728997439,9.7527331261067981e-06,0.0050398464307104219,0.0060923452180288171,-0.17119202171422826,-5.0935506060908225e-05
0.11430000000000001,0.1524,0.11430000000000001,0.0,0.0,0.0,-0.0051035984473927895,1.1326171264329144e-05,0.00021919086705191927,0.025857756077265322,-0.15869031088383503,0.00016406118275959664
0.11430000000000001,0.11430000000000001,0.1524,0.0,0.0,0.0,-0.010167357295616531,-0.00021977247333458469,2.0893898952620192e-14,0.0,0.0,0.0
0.1524,0.11430000000000001,0.1905,0.0,0.0,0.0,-0.0051158807729206127,9.7527331262720525e-06,-0.0050398464306477481,-0.006092345218027634,0.17119202171358361,-5.0935506064956243e-05
0.11430000000000001,0.1524,0.1905,0.0,0.0,0.0,-0.00510359844741381,1.1326171264334728e-05,-0.00021919086701012756,-0.025857756077269457,0.15869031088326588,0.00016406118282158845
0.11430000000000001,0.11430000000000001,0.22860000000000003,0.0,0.0,0.0,-7.5108276197316306e-05,0.00023112013867606824,1.0452930469793471e-05,0.00022749690715493249,-0.0023503414410269174,0.0028253288727398988
0.1524,0.11430000000000001,0.2667,0.0,0.0,0.0,-0.0050707920378321768,0.00019579771325533142,0.0050051251768697385,0.005848492017252984,-0.14924784540720762,0.0031506401499427289
0.11430000000000001,0.1524,0.2667,0.0,0.0,0.0,-0.0052724397099701238,-3.6673566582913594e-06,0.00024116932211120038,0.022911844822749067,-0.14843615552946612,0.021842056428835556
0.11430000000000001,0.11430000000000001,0.3048,0.0,0.0,0.0,-0.010068055744196659,-0.00023512186466264801,7.864844720060164e-06,0.0042966438023317073,-0.14949118638924197,0.0046161291007973332
