|X Start,Y Start,Z Start,X Rot,Y Rot,Z Rot,X Disp,Y Disp,Z Disp|
0.0,0.0381,0.0381,0.0,0.0,0.0,-0.0051597236253515906,-0.00019584134116939624,-0.0050700489744823982
0.0381,0.0,0.0381,0.0,0.0,0.0,-0.0049573699788267173,4.440529883491486e-06,-2.6927866128403754e-05
0.0381,0.0381,0.0,0.0,0.0,0.0,-9.7964013916415491e-05,2.1048213696130377e-05,-8.4341090783417731e-06
0.0762,0.0381,0.0381,0.0,0.0,0.0,-0.005149353092766336,0.00020010031660361478,0.0050432375541758561
0.0381,0.0762,0.0381,0.0,0.0,0.0,-0.005353503320651814,-5.5891555489668494e-18,1.0540965606227095e-05
0.0381,0.0381,0.0762,0.0,0.0,0.0,-0.010219861393390801,-1.5781792103132797e-05,-1.0714486956300283e-05
0.0,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0051148548949929151,-1.1930544261714077e-05,0.0051035541964546492
0.0381,0.0,0.11430000000000001,0.0,0.0,0.0,-0.0051264255331659138,-1.3096352033105411e-05,1.5860838353574115e-06
0.0762,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0051491213139740572,-1.1259974796734693e-06,-0.0051145028841555291
0.0381,0.0762,0.11430000000000001,0.0,0.0,0.0,-0.0051371533907338951,-3.0149328053262352e-18,-1.492967946017356e-05
0.0381,0.0381,0.1524,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0381,0.1905,0.0,0.0,0.0,-0.0051148548949909471,-1.1930544262170996e-05,-0.0051035541964526776
0.0381,0.0,0.1905,0.0,0.0,0.0,-0.0051264255331634982,-1.3096352033111054e-05,-1.5860838353586148e-06
0.0762,0.0381,0.1905,0.0,0.0,0.0,-0.0051491213139721005,-1.125997479223746e-06,0.0051145028841535602
0.0381,0.0762,0.1905,0.0,0.0,0.0,-0.0051371533907323894,-1.5642784483902058e-18,1.4929679460175878e-05
0.0381,0.0381,0.22860000000000003,0.0,0.0,0.0,-0.010219861393386863,-1.5781792103135636e-05,1.0714486956299758e-05
0.0,0.0381,0.2667,0.0,0.0,0.0,-0.0051597236253457281,-0.00019584134116943866,0.005070048974484328
0.0381,0.0,0.2667,0.0,0.0,0.0,-0.0049573699788208131,4.4405298834902612e-06,2.6927866128403734e-05
0.0762,0.0381,0.2667,0.0,0.0,0.0,-0.0051493530927604753,0.00020010031660365644,-0.005043237554177793
0.0381,0.0762,0.2667,0.0,0.0,0.0,-0.0053535033206459932,-6.4432219017436208e-18,-1.0540965606228496e-05
0.0381,0.0381,0.3048,0.0,0.0,0.0,-9.7964013908615537e-05,2.1048213696130055e-05,8.4341090783397995e-06
0.0,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0051597236253518022,0.00019584134116917265,-0.0050700489744826081
0.0381,0.11430000000000001,0.0,0.0,0.0,0.0,-9.7964013916413973e-05,-2.1048213696142798e-05,-8.4341090783423474e-06
0.0762,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0051493530927665485,-0.00020010031660341293,0.0050432375541760695
0.0381,0.1524,0.0381,0.0,0.0,0.0,-0.0049573699788271414,-4.4405298835015606e-06,-2.6927866128407336e-05
0.0381,0.11430000000000001,0.0762,0.0,0.0,0.0,-0.010219861393391223,1.5781792103124899e-05,-1.0714486956302226e-05
0.0,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0051148548949931242,1.1930544261500368e-05,0.0051035541964548591
0.0762,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0051491213139742732,1.1259974798783094e-06,-0.0051145028841557477
0.0381,0.1524,0.11430000000000001,0.0,0.0,0.0,-0.0051264255331663336,1.3096352033102699e-05,1.5860838353523723e-06
0.0381,0.11430000000000001,0.1524,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11430000000000001,0.1905,0.0,0.0,0.0,-0.0051148548949911821,1.1930544261936681e-05,-0.0051035541964529179
0.0762,0.11430000000000001,0.1905,0.0,0.0,0.0,-0.0051491213139723277,1.1259974794413528e-06,0.0051145028841538039
0.0381,0.1524,0.1905,0.0,0.0,0.0,-0.0051264255331639553,1.3096352033101413e-05,-1.5860838353520892e-06
0.0381,0.11430000000000001,0.22860000000000003,0.0,0.0,0.0,-0.010219861393387342,1.5781792103126959e-05,1.0714486956304135e-05
0.0,0.11430000000000001,0.2667,0.0,0.0,0.0,-0.0051597236253459475,0.00019584134116920452,0.0050700489744845943
0.0762,0.11430000000000001,0.2667,0.0,0.0,0.0,-0.0051493530927606956,-0.00020010031660344774,-0.0050432375541780428
0.0381,0.1524,0.2667,0.0,0.0,0.0,-0.0049573699788212537,-4.4405298835039492e-06,2.692786612841505e-05
0.0381,0.11430000000000001,0.3048,0.0,0.0,0.0,-9.7964013908577373e-05,-2.1048213696148991e-05,8.4341090783475482e-06
0.11430000000000001,0.0,0.0381,0.0,0.0,0.0,-0.005341805724236876,3.850007396290067e-06,-0.00024349755114867595
0.11430000000000001,0.0381,0.0,0.0,0.0,0.0,-0.010201360760261761,0.00023659189392587597,-8.8868044682634508e-06
0.1524,0.0381,0.0381,0.0,0.0,0.0,-0.0051391772006438028,-0.00019656846141015346,-0.0050710674566842966
0.11430000000000001,0.0762,0.0381,0.0,0.0,0.0,-0.0049448912403946745,2.0792051615008928e-16,0.0002257550854244237
0.11430000000000001,0.0381,0.0762,0.0,0.0,0.0,-7.8448753156016684e-05,-0.00023240011775510689,-1.1367653460634324e-05
0.11430000000000001,0.0,0.11430000000000001,0.0,0.0,0.0,-0.0051705909859175682,-1.1155026548036707e-05,0.00022008721303564931
0.1524,0.0381,0.11430000000000001,0.0,0.0,0.0,-0.0051827442194383577,-1.0075824321805755e-05,0.0051027935251774644
0.11430000000000001,0.0762,0.11430000000000001,0.0,0.0,0.0,-0.0051616286195073149,2.1169829771474212e-16,-0.00023378055811976677
0.11430000000000001,0.0381,0.1524,0.0,0.0,0.0,-0.010297553856596017,0.0002212153586577614,-1.9560148558256904e-15
0.11430000000000001,0.0,0.1905,0.0,0.0,0.0,-0.0051705909859160659,-1.1155026548036329e-05,-0.00022008721303955694
0.1524,0.0381,0.1905,0.0,0.0,0.0,-0.0051827442194364156,-1.0075824322247373e-05,-0.0051027935251833165
0.11430000000000001,0.0762,0.1905,0.0,0.0,0.0,-0.0051616286195049228,2.1578457597639631e-16,0.00023378055811586087
0.11430000000000001,0.0381,0.22860000000000003,0.0,0.0,0.0,-7.8448753152124845e-05,-0.00023240011775510497,1.1367653456729563e-05
0.11430000000000001,0.0,0.2667,0.0,0.0,0.0,-0.0053418057242310517,3.8500073962972998e-06,0.00024349755114477803
0.1524,0.0381,0.2667,0.0,0.0,0.0,-0.0051391772006379446,-0.00019656846141018105,0.0050710674566784306
0.11430000000000001,0.0762,0.2667,0.0,0.0,0.0,-0.0049448912403887799,2.1447915475022272e-16,-0.00022575508542833035
0.11430000000000001,0.0381,0.3048,0.0,0.0,0.0,-0.010201360760253944,0.00023659189392588747,8.8868044643623661e-06
0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,0.0,-0.010201360760262186,-0.00023659189392546287,-8.8868044682649264e-06
0.1524,0.11430000000000001,0.0381,0.0,0.0,0.0,-0.0051391772006440144,0.00019656846141078015,-0.0050710674566845117
0.11430000000000001,0.1524,0.0381,0.0,0.0,0.0,-0.005341805724237301,-3.8500073958753453e-06,-0.00024349755114868023
0.11430000000000001,0.11430000000000001,0.0762,0.0,0.0,0.0,-7.8448753156014028e-05,0.00023240011775552764,-1.1367653460634111e-05
0.1524,0.11430000000000001,0.11430000000000001,0.0,0.0,0.0,-0.0051827442194385823,1.0075824322449097e-05,0.005102793525177696
0.11430000000000001,0.1524,0.11430000000000001,0.0,0.0,0.0,-0.005170590985918007,1.1155026548461962e-05,0.00022008721303564861
0.11430000000000001,0.11430000000000001,0.1524,0.0,0.0,0.0,-0.01029755385659647,-0.00022121535865733371,-1.9503763815035411e-15
0.1524,0.11430000000000001,0.1905,0.0,0.0,0.0,-0.0051827442194366281,1.0075824322892678e-05,-0.0051027935251835542
0.11430000000000001,0.1524,0.1905,0.0,0.0,0.0,-0.0051705909859164987,1.115502654846353e-05,-0.00022008721303955477
0.11430000000000001,0.11430000000000001,0.22860000000000003,0.0,0.0,0.0,-7.8448753152102267e-05,0.00023240011775553206,1.1367653456727464e-05
0.1524,0.11430000000000001,0.2667,0.0,0.0,0.0,-0.0051391772006381623,0.00019656846141082997,0.0050710674566786691
0.11430000000000001,0.1524,0.2667,0.0,0.0,0.0,-0.0053418057242314906,-3.8500073958672087e-06,0.00024349755114477068
0.11430000000000001,0.11430000000000001,0.3048,0.0,0.0,0.0,-0.010201360760254404,-0.00023659189392545419,8.8868044643559981e-06
